Title,Land Size,Location,Total Price,Monthly Payment,Image URL
House For Sale In Peradeniya,"Features :
Beds-4 ,
                                                Baths-3 ,
                                                    Size- sqft","Location :

Kandy .
                                            Peradeniya
                                                                                            
                                                     |  House","20,000,000","284,166",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/45aaad99e5763f5b84647d86cda07f3c-763884.jpeg
House For Sale In Ekala,"Features :
Beds-4 ,
                                                Baths-1 ,
                                                    Size-1600 sqft","Location :

Gampaha .
                                            Ekala
                                                                                            
                                                     |  House","9,000,000","127,875",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/bf56be57345e44b1d1e2f9346942bda7-897159.jpeg
House For Sale In Kegalle,"Features :
Beds-4 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kegalle .
                                            Kegalle
                                                                                            
                                                     |  House","11,000,000","156,291",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/02fea5b4ac91964278623e54786e4aac-396814.jpeg
House For Sale In Rajagiriya,"Features :
Beds-6 ,
                                                Baths-5 ,
                                                    Size-4500 sqft","Location :

Colombo .
                                            Rajagiriya
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/55376d7644e7ac6a3af5248147999b1e-454297.jpeg
House For Sale In Kandana,"Features :
Beds-4 ,
                                                Baths-3 ,
                                                    Size-1500 sqft","Location :

Gampaha .
                                            Kandana
                                                                                            
                                                     |  House","28,000,000","397,832",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8fdb928cd75e72d8e54644ddd610df89-603495.jpeg
House For Sale In Kurunegala,"Features :
Beds-6 ,
                                                Baths-4 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Kurunegala
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/28196df15915b21eb842501cb802c2d8-492872.jpeg
House For Sale In Pannipitiya,"Features :
Beds-2 ,
                                                Baths-1 ,
                                                    Size-1200 sqft","Location :

Colombo .
                                            Pannipitiya
                                                                                            
                                                     |  House","24,000,000","340,999",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f22e4c774ecbbe33a3d91952e77b778e-658327.jpeg
House For Sale In Bandagiriya Colony,"Features :
Beds-5 ,
                                                Baths-2 ,
                                                    Size- sqft","Location :

Hambantota .
                                            Bandagiriya Colony
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a9af5007b2043028dd3ce74d1ded5214-457558.jpeg
House For Sale In Gampaha,"Features :
Beds-3 ,
                                                    Baths-1 ,
                                                        Size-1200 sqft","Location :

Gampaha .
                                                Gampaha",,,https://www.patpat.lk/resources/images/ad-types/icon-new-premire.svg
House For Sale In Beruwala,"Features :
Beds-2 ,
                                                    Baths-1 ,
                                                        Size- sqft","Location :

Kalutara .
                                                Beruwala","17,000,000","241,541",https://www.patpat.lk/resources/images/ad-types/icon-new-premire.svg
House For Sale In Kesbewa,"Features :
Beds-4 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Colombo .
                                            Kesbewa
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8b62527ed71f1fbff9ff0669e0e43e1a-679440.jpeg
House For Sale In Gonapola Junction,"Features :
Beds-5 ,
                                                Baths-2 ,
                                                    Size-2800 sqft","Location :

Kalutara .
                                            Gonapola Junction
                                                                                            
                                                     |  House","12,500,000","177,604",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/564759e31b969ceb2f49cf3e58c912f8-956566.jpeg
House For Sale In Kegalle,"Features :
Beds-4 ,
                                                Baths-2 ,
                                                    Size- sqft","Location :

Kegalle .
                                            Kegalle
                                                                                            
                                                     |  House","15,000,000","213,124",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/2460d658cca35d524ae898c56ef208c1-144333.jpeg
House For Sale In Battaramulla,"Features :
Beds-5 ,
                                                Baths-5 ,
                                                    Size- sqft","Location :

Colombo .
                                            Battaramulla
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/517a1ea91696de85ed809317796c74e9-951745.jpeg
House For Sale In Kegalle,"Features :
Beds-4 ,
                                                Baths-2 ,
                                                    Size- sqft","Location :

Kegalle .
                                            Kegalle
                                                                                            
                                                     |  House","20,000,000","284,166",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/72ea64e4bfda7dcc16659600d2ae8e31-760014.jpeg
House For Sale In Athurugiriya,"Features :
Beds-3 ,
                                                Baths-2 ,
                                                    Size-1150 sqft","Location :

Colombo .
                                            Athurugiriya
                                                                                            
                                                     |  House","22,000,000","312,583",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/636e29960b158bd86c46ced3b728d507-934254.jpeg
House For Sale In Kadawatha,"Features :
Beds-6 ,
                                                Baths-2 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Kadawatha
                                                                                            
                                                     |  House","15,000,000","213,124",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/37578e053d5614d417768e16ddba1b24-402375.jpeg
House For Sale In Nawala,"Features :
Beds-5 ,
                                                Baths-4 ,
                                                    Size-3000 sqft","Location :

Colombo .
                                            Nawala
                                                                                            
                                                     |  House","200,000,000","2,841,659",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/5e443373cd1295e61fc508dd891f018c-483500.jpeg
House For Sale In Kadawatha,"Features :
Beds-4 ,
                                                Baths-2 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Kadawatha
                                                                                            
                                                     |  House","22,500,000","319,687",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f0852b8399e4fae4a9ead25893401c2f-823815.jpeg
House For Sale In Nittambuwa,"Features :
Beds-4 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Nittambuwa
                                                                                            
                                                     |  House","14,000,000","198,916",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e97c04fed6abad31d5d48ff22c3b3301-458754.jpeg
House For Sale In Kadawatha,"Features :
Beds-2 ,
                                                Baths-2 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Kadawatha
                                                                                            
                                                     |  House","60,000,000","852,498",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/dff1a7e9806ca073c68ecefde0503602-316846.jpeg
House For Rent In Battaramulla,"Features :
Beds-4 ,
                                                Baths-3 ,
                                                    Size-2000 sqft","Location :

Colombo .
                                            Battaramulla
                                                                                            
                                                     |  House",,"125,000",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/476bb57739ff9034de69ad370d0ede9f-208941.jpeg
House For Sale In Kadawatha,"Features :
Beds-2 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Kadawatha
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/1da9d419f0f5b025f1f39ed5ac9f326b-468458.jpeg
Land For Sale In Pasyala,"Land Size :
14
                                                Perches","Location :

Gampaha .
                                            Pasyala
                                                                                            
                                                     |  Land","2,450,000","34,810",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/0fd7076e67cd8f13c72ce9aebfb5b64d-193531.jpeg
Land For Sale In Thihariya,"Land Size :
17
                                                Perches","Location :

Gampaha .
                                            Thihariya
                                                                                            
                                                     |  Land","9,350,000","132,848",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/44999d4d1bf359497e40b38ba4916a44-621579.jpeg
House For Sale In Kaduwela,"Features :
Beds-4 ,
                                                Baths-3 ,
                                                    Size- sqft","Location :

Colombo .
                                            Kaduwela
                                                                                            
                                                     |  House","75,000,000","1,065,622",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/3c552527c32578059f4a673ae3081b27-100052.jpeg
House For Sale In Panadura,"Features :
Beds-4 ,
                                                Baths-1 ,
                                                    Size-3000 sqft","Location :

Kalutara .
                                            Panadura
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/bb3b8df42720130c4ce3af761d5887a2-358774.jpeg
House For Sale In Lbbagamuwa,"Features :
Beds-3 ,
                                                Baths-8 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            lbbagamuwa
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4e5adc74b2c6091f0ebdf7d60af38554-990053.jpeg
House For Sale In Pelawatta,"Features :
Beds-3 ,
                                                Baths-2 ,
                                                    Size-2314.13 sqft","Location :

Colombo .
                                            Pelawatta
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a2b40809c9b4c8d2b1366d7341c0bf00-338469.jpeg
House For Sale In Kurunegala,"Features :
Beds-6 ,
                                                Baths-2 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Kurunegala
                                                                                            
                                                     |  House","10,500,000","149,187",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/3197e9ad474d552a1b627734d2e2aeb6-544644.jpeg
House For Sale In Bopitiya,"Features :
Beds-3 ,
                                                    Baths-2 ,
                                                        Size-1500 sqft","Location :

Gampaha .
                                                Bopitiya","17,500,000","248,645",https://www.patpat.lk/resources/images/ad-types/icon-new-premire.svg
Land For Sale In Meegoda,"Land Size :
7
                                                    Perches","Location :

Colombo .
                                                Meegoda","3,325,000","47,243",https://www.patpat.lk/resources/images/ad-types/icon-new-premire.svg
House For Sale In Kurunegala,"Features :
Beds-3 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Kurunegala
                                                                                            
                                                     |  House","16,500,000","234,437",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/3dcbc3d27b77c3baf0ad81252e9c8a7e-791046.jpeg
House For Sale In Meegoda,"Features :
Beds-3 ,
                                                Baths-1 ,
                                                    Size-2500 sqft","Location :

Colombo .
                                            Meegoda
                                                                                            
                                                     |  House","18,500,000","262,853",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/b543d69c55c64a74b1c0f831ab0baa4e-154857.jpeg
Land For Sale In Lbbagamuwa,"Land Size :
3
                                                Acres","Location :

Kurunegala .
                                            lbbagamuwa
                                                                                            
                                                     |  Land","9,000,000","127,875",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/b98539b9277dd0cb8d9121dccbc00e53-667055.jpeg
House For Sale In Nugegoda,"Features :
Beds-6 ,
                                                Baths-3 ,
                                                    Size-5000 sqft","Location :

Colombo .
                                            Nugegoda
                                                                                            
                                                     |  House","150,000,000","2,131,244",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8767c63262bb3e0527571319dfefe8ef-555011.jpeg
Land For Sale In Arachchikattuwa,"Land Size :
19.5
                                                Acres","Location :

Puttalam .
                                            Arachchikattuwa
                                                                                            
                                                     |  Land","68,250,000","969,716",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/fd529c6faa92fbc6be5ff73ef81796d8-131560.jpeg
House For Sale In Melsiripura,"Features :
Beds-4 ,
                                                Baths-2 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Melsiripura
                                                                                            
                                                     |  House","11,000,000","156,291",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/51f7ab5ca6b1b96b3e2a7023b7b19f47-718513.jpeg
House For Sale In Panadura,"Features :
Beds-4 ,
                                                Baths-3 ,
                                                    Size-6000 sqft","Location :

Kalutara .
                                            Panadura
                                                                                            
                                                     |  House","18,000,000","255,749",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/834c64444918e71980f6f5711515bfdb-852368.jpeg
House For Sale In Nittambuwa,"Features :
Beds-3 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Nittambuwa
                                                                                            
                                                     |  House","8,500,000","120,771",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/780aacf1573971ae4a6d66f22f1a6721-407645.jpeg
Land For Sale In Arachchikattuwa,"Land Size :
19.5
                                                Acres","Location :

Puttalam .
                                            Arachchikattuwa
                                                                                            
                                                     |  Land","68,250,000","969,716",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/21c4a80fd00de1781d00ae8361ce66ab-151968.jpeg
House For Sale In Kurunegala,"Features :
Beds-3 ,
                                                Baths-2 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Kurunegala
                                                                                            
                                                     |  House","33,500,000","475,978",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/54c3138ebe17a3691bf0acd2cd41adf1-776342.jpeg
Land For Sale In Thihariya,"Land Size :
17
                                                Perches","Location :

Gampaha .
                                            Thihariya
                                                                                            
                                                     |  Land","9,350,000","132,848",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/af9ee4aeccad995fe7b31f09c4d8d02a-415771.jpeg
House For Sale In Talawatugoda,"Features :
Beds-5 ,
                                                Baths-3 ,
                                                    Size-2624.49 sqft","Location :

Colombo .
                                            Talawatugoda
                                                                                            
                                                     |  House","70,000,000","994,581",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/09b18474be56261e44e91736bafd6491-342915.jpeg
House For Sale In Kurunegala,"Features :
Beds-5 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Kurunegala
                                                                                            
                                                     |  House","13,800,000","196,074",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/62d5af1857d21ee4be0395406827e08a-441306.jpeg
House For Sale In Torayaya,"Features :
Beds-2 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Torayaya
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6022e161ee04be97e1d03350cbf0edb9-458234.jpeg
House For Sale In Kurunegala,"Features :
Beds-2 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Kurunegala
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e93cad0505ae59328adfc1592cbfefaf-356762.jpeg
House For Sale In Lbbagamuwa,"Features :
Beds-2 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            lbbagamuwa
                                                                                            
                                                     |  House","11,500,000","163,395",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/d60678d59175238caf8d117130f6e3f0-968952.jpeg
House For Sale In Kurunegala,"Features :
Beds-4 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Kurunegala
                                                                                            
                                                     |  House","17,420,000","247,509",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/777adb7d290c44540504d239f518fc6a-694771.jpeg
Land For Sale In Nittambuwa,"Land Size :
27
                                                Perches","Location :

Gampaha .
                                            Nittambuwa
                                                                                            
                                                     |  Land","5,940,000","84,397",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/1c5e9a5ffbbfcb01fb57720b1bafbd2c-485486.jpeg
Land With House For Sale In Padukka,"Land Size :
3
                                                Perches","Location :

Colombo .
                                            Padukka
                                                                                            
                                                     |  Land",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/d55b1292d84d0e021c9a719509f260e6-406292.jpeg
Apartment For Sale In Mount Lavinia,"Features :
Beds-3 ,
                                                Baths-2 ,
                                                    Size-1400 sqft","Location :

Colombo .
                                            Mount Lavinia
                                                                                            
                                                     |  Apartments",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8f6dad3dfb5631085a5d1003dd72dbf2-199100.jpeg
Land With House For Sale In Weligama,"Land Size :
60
                                                    Perches","Location :

Matara .
                                                Weligama","46,500,000","660,686",https://www.patpat.lk/resources/images/ad-types/icon-new-premire.svg
House For Sale In Torayaya,"Features :
Beds-3 ,
                                                    Baths-1 ,
                                                        Size-1925 sqft","Location :

Kurunegala .
                                                Torayaya","4,800,000","68,200",https://www.patpat.lk/resources/images/ad-types/icon-new-premire.svg
House For Sale In Kurunegala,"Features :
Beds-4 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Kurunegala
                                                                                            
                                                     |  House","9,500,000","134,979",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a09ab20b333bfbc4f8ac358a396bb2b6-453943.jpeg
House For Sale In Kurunegala,"Features :
Beds-3 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Kurunegala
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/d8e785bd8b0b7f4b7375bff8d6f79916-945280.jpeg
House For Sale In Narammala,"Features :
Beds-3 ,
                                                Baths-1 ,
                                                    Size-12000 sqft","Location :

Kurunegala .
                                            Narammala
                                                                                            
                                                     |  House","65,000,000","923,539",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e9a73a8c63b41bcb3d40e425d8c6041f-229161.jpeg
House For Rent In Kelaniya,"Features :
Beds-2 ,
                                                Baths-1 ,
                                                    Size-1500 sqft","Location :

Gampaha .
                                            Kelaniya
                                                                                            
                                                     |  House",,"45,000",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/bb941e0cadd283dadc2f1b28429bd51f-312251.jpeg
House For Sale In Kurunegala,"Features :
Beds-2 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Kurunegala
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/0865596ea31885421fda9803771f12b6-218838.jpeg
House For Sale In Bandaragama,"Land Size :
23
                                                Perches","Location :

Kalutara .
                                            Bandaragama
                                                                                            
                                                     |  Land","30,000,000","426,249",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4e0d543fa5379edd85e6b12c30f79388-598614.jpeg
House For Sale In Kurunegala,"Features :
Beds-5 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Kurunegala
                                                                                            
                                                     |  House","13,800,000","196,074",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/df9632c46c18bfbe888c286bcc0dd97c-587231.jpeg
House For Sale In Ja-Ela,"Features :
Beds-3 ,
                                                Baths-2 ,
                                                    Size-1500 sqft","Location :

Gampaha .
                                            Ja-Ela
                                                                                            
                                                     |  House","13,400,000","190,391",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/2451552a2e87cb49ca26f5413a560ccb-537057.jpeg
House For Sale In Nittambuwa,"Features :
Beds-5 ,
                                                Baths-2 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Nittambuwa
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ad072274e62f59220c81a74dca67f743-431715.jpeg
House For Sale In Lbbagamuwa,"Features :
Beds-3 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            lbbagamuwa
                                                                                            
                                                     |  House","13,500,000","191,812",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/3d302dddb8e416a53d0c0a7873f211bc-741301.jpeg
House For Sale In Kadawatha,"Features :
Beds-2 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Kadawatha
                                                                                            
                                                     |  House","15,000,000","213,124",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7943581fdd9a87682f5caf9aba1fac7e-372825.jpeg
House For Sale In Lbbagamuwa,"Features :
Beds-3 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            lbbagamuwa
                                                                                            
                                                     |  House","7,000,000","99,458",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/21e71a2d56e2ced7d6e47d9cf1bbc7df-961044.jpeg
House For Sale In Kadawatha,"Features :
Beds-1 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Kadawatha
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6c3022ef5f061cce48ddae057a091361-751287.jpeg
House For Sale In Nittambuwa,"Features :
Beds-3 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Nittambuwa
                                                                                            
                                                     |  House","8,400,000","119,350",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/2fe365fcdca6ac09c1c7fbfce5b2d48e-936749.jpeg
House For Sale In Lbbagamuwa,"Features :
Beds-4 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            lbbagamuwa
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/d6e6a0da70b31439b8c22984e90d3471-464848.jpeg
House For Sale In Mawathagama,"Features :
Beds-4 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Mawathagama
                                                                                            
                                                     |  House","15,500,000","220,229",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a4141c3b633ef637afb59ae172875407-636377.jpeg
House For Sale In Kurunegala,"Features :
Beds-3 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Kurunegala .
                                            Kurunegala
                                                                                            
                                                     |  House","7,000,000","99,458",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/c91eead5cc698b6dcf03b5a04ba3e46f-884767.jpeg
House For Sale In Kirillawala,"Features :
Beds-3 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Kirillawala
                                                                                            
                                                     |  House","28,000,000","397,832",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/68316c18837a3aa5bdf1977f1e42d004-860948.jpeg
Land For Sale In Nittambuwa,"Land Size :
23
                                                Perches","Location :

Gampaha .
                                            Nittambuwa
                                                                                            
                                                     |  Land","5,014,000","71,240",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e3fea281799771a6df798cd84e419259-558803.jpeg
House For Sale In Veyangoda,"Features :
Beds-5 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Veyangoda
                                                                                            
                                                     |  House","12,880,000","183,003",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f710fce9e3a9984fa72c902575ab267e-134816.jpeg
House For Sale In Ratmalana,"Features :
Beds-12 ,
                                                    Baths-4 ,
                                                        Size-1600 sqft","Location :

Colombo .
                                                Ratmalana","100,000,000","1,420,830",https://www.patpat.lk/resources/images/ad-types/icon-new-premire.svg
Shop For Sale In Maharagama,"Area :
1100 sqft","Location :

Colombo .
                                                Maharagama","80,000,000","1,136,664",https://www.patpat.lk/resources/images/ad-types/icon-new-premire.svg
House For Sale In Athurugiriya,"Features :
Beds-3 ,
                                                Baths-3 ,
                                                    Size-2500 sqft","Location :

Colombo .
                                            Athurugiriya
                                                                                            
                                                     |  House","19,000,000","269,958",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/69f0983980e917c4f841e877a12240ee-835543.jpeg
House For Sale In Nugegoda,"Features :
Beds-5 ,
                                                Baths-5 ,
                                                    Size-4000 sqft","Location :

Colombo .
                                            Nugegoda
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e0b3a43f6f070a08b8c899bf67dca7be-681717.jpeg
House For Sale In Kesbewa,"Features :
Beds-3 ,
                                                Baths-3 ,
                                                    Size-2500 sqft","Location :

Colombo .
                                            Kesbewa
                                                                                            
                                                     |  House","28,000,000","397,832",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8af9eb30ef2806d2a9149fc105ef5b27-152665.jpeg
House For Sale In Dodangoda,"Features :
Beds-3 ,
                                                Baths-1 ,
                                                    Size-2100 sqft","Location :

Kalutara .
                                            Dodangoda
                                                                                            
                                                     |  House","8,000,000","113,666",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/104a2dc8117b6c3569c38e016ee98022-108224.jpeg
House For Sale In Athurugiriya,"Features :
Beds-4 ,
                                                Baths-3 ,
                                                    Size-2500 sqft","Location :

Colombo .
                                            Athurugiriya
                                                                                            
                                                     |  House","37,000,000","525,707",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9cb957881657c2b57e696bd2ed75e3f0-473164.jpeg
House For Sale In Piliyandala,"Features :
Beds-3 ,
                                                Baths-2 ,
                                                    Size-1400 sqft","Location :

Colombo .
                                            Piliyandala
                                                                                            
                                                     |  House","26,000,000","369,416",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ef04cf4e127fda9f9155267595fb90b8-463216.jpeg
House For Sale In Nugegoda,"Features :
Beds-4 ,
                                                Baths-4 ,
                                                    Size-3765 sqft","Location :

Colombo .
                                            Nugegoda
                                                                                            
                                                     |  House","77,500,000","1,101,143",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6a222175002f65139c822a961a742f6b-696806.jpeg
House For Sale In Athurugiriya,"Features :
Beds-6 ,
                                                Baths-5 ,
                                                    Size-4200 sqft","Location :

Colombo .
                                            Athurugiriya
                                                                                            
                                                     |  House","68,000,000","966,164",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/5ea5e58ebe39b654d3609dc5fb92c434-438950.jpeg
House For Sale In Maharagama,"Features :
Beds-3 ,
                                                Baths-3 ,
                                                    Size-2400 sqft","Location :

Colombo .
                                            Maharagama
                                                                                            
                                                     |  House","38,000,000","539,915",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/243e6c8b02080eef593378dca2dc11e4-123689.jpeg
House For Sale In Pallewela,"Features :
Beds-2 ,
                                                Baths-1 ,
                                                    Size- sqft","Location :

Gampaha .
                                            Pallewela
                                                                                            
                                                     |  House",,,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4bd55818fffac7646653b0f5dc3c5137-344849.jpeg
House For Sale In Hunnasgiriya,"Features :
Beds-5 ,
                                                Baths-3 ,
                                                    Size-2000 sqft","Location :

Kandy .
                                            Hunnasgiriya
                                                                                            
                                                     |  House","15,000,000","213,124",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/349c63d9400f0efe44ddf50d068b208f-511352.jpeg
House For Sale In Wattala,"Features :
Beds-5 ,
                                                Baths-3 ,
                                                    Size-3000 sqft","Location :

Gampaha .
                                            Wattala
                                                                                            
                                                     |  House","62,500,000","888,019",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/31552af6a70c62b1ec6e86d34b18ae0a-462865.jpeg
Land For Sale In Ridigama,"Land Size :
1
                                                Acres","Location :

Kurunegala .
                                            Ridigama
                                                                                            
                                                     |  Land","10,000,000","142,083",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e52b693e6e87b3cb00020e7a17ca9764-664076.jpeg
Land For Sale In Gampaha,"Land Size :
34
                                                Perches","Location :

Gampaha .
                                            Gampaha
                                                                                            
                                                     |  Land","13,600,000","193,233",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/d4cc5b4aca06793d32fa8a4af02edd11-244456.jpeg
House For Sale In Watareka,"Features :
Beds-3 ,
                                                Baths-2 ,
                                                    Size-1300 sqft","Location :

Colombo .
                                            Watareka
                                                                                            
                                                     |  House","23,000,000","326,791",https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a4444e8c88a2ad959f092ecd499e284f-652049.jpeg
